product_category,product_subcategory,brand,delivery_status,assembly_service_requested,payment_method,order_id,customer_id,product_price,shipping_cost,assembly_cost,total_amount,delivery_window_days,customer_rating,sales_amount
Bedroom,Wardrobe,Target,Delivered,False,Apple Pay,40005,1339,1294.44,65.82,0.0,1360.26,6,3.2,1360.26
Outdoor,Lounge Chair,Pottery Barn,Failed Delivery,True,Credit Card,98117,5415,1513.16,74.07,264.86,1852.09,12,4.8,1852.09
Outdoor,Patio Set,Target,Pending,False,Cash on Delivery,85529,1659,1771.88,101.76,0.0,1873.64,1,1.9,1873.64
Outdoor,Outdoor Table,World Market,In Transit,True,Debit Card,32962,8708,1666.53,107.07,25.94,1799.54,6,2.1,1799.54
Dining Room,Bar Stool,Overstock,Cancelled,True,Google Pay,78021,8245,274.62,54.98,43.09,372.6900000000001,13,3.0,372.6900000000001
Living Room,Ottoman,Target,Delivered,False,Cash on Delivery,46458,3973,1677.19,0.0,0.0,1677.19,2,4.7,1677.19
Office,Filing Cabinet,IKEA,Delivered,True,Google Pay,86720,8141,1400.95,0.0,40.85,1441.8,11,2.2,1441.8
Kitchen,Bar Cart,Ashley Furniture,In Transit,False,Apple Pay,93202,9056,1019.03,65.32,0.0,1084.35,8,3.3,1084.35
Dining Room,Buffet,,Pending,False,Apple Pay,21959,8700,381.22,50.21,,431.43,10,3.2,431.43
Kitchen,Pantry Cabinet,Crate & Barrel,Rescheduled,True,Bank Transfer,55607,7690,2002.42,0.0,233.89,2236.31,8,3.3,2236.31
Kitchen,Bar Cart,Ashley Furniture,Cancelled,False,Apple Pay,53687,6260,833.09,0.0,0.0,833.09,6,3.3,833.09
Office,Bookshelf,Pottery Barn,Rescheduled,True,Debit Card,97835,2713,574.6,109.39,116.93,800.9200000000001,6,5.0,800.9200000000001
Office,Office Chair,Ashley Furniture,Cancelled,False,Credit Card,31079,6403,1392.38,,0.0,1392.38,3,4.4,1392.38
Bedroom,Wardrobe,Target,In Transit,True,Bank Transfer,63955,9117,2791.18,132.01,169.38,3092.57,2,2.9,3092.57
Kitchen,Bar Cart,Overstock,Cancelled,False,Credit Card,47777,7561,748.36,75.87,0.0,824.23,10,1.6,824.23
Office,Computer Table,Urban Outfitters,Pending,True,Credit Card,82102,1601,1366.58,75.55,120.07,1562.2,12,1.2,1562.2
Office,Bookshelf,Crate & Barrel,Cancelled,True,Credit Card,69614,2442,1021.43,86.02,32.31,1139.76,11,4.9,1139.76
Dining Room,Buffet,CB2,Rescheduled,False,PayPal,51224,5135,1746.87,68.64,0.0,1815.51,9,1.1,1815.51
Dining Room,Buffet,CB2,Rescheduled,False,PayPal,52372,2899,847.46,0.0,0.0,847.46,11,3.5,847.46
Living Room,Side Table,Ashley Furniture,Cancelled,True,Apple Pay,62976,9431,792.66,150.0,122.56,1065.22,6,3.6,1065.22
Kitchen,Bar Cart,CB2,Cancelled,False,Debit Card,10150,9889,1218.13,92.65,0.0,1310.78,10,3.2,1310.78
Kitchen,Bar Cart,World Market,In Transit,True,PayPal,70552,7770,2197.69,120.51,299.35,2617.55,13,,2617.55
Living Room,Ottoman,Overstock,Cancelled,True,Bank Transfer,17104,4073,1425.81,68.41,44.14,1538.36,7,2.2,1538.36
Dining Room,Dining Chair,World Market,In Transit,True,Google Pay,77952,6927,1580.3,0.0,44.06,1624.36,10,3.4,1624.36
Bedroom,Mattress,Overstock,Cancelled,False,PayPal,91609,9167,2109.03,118.81,0.0,2227.84,3,3.4,2227.84
Bedroom,Nightstand,HomeGoods,In Transit,True,Bank Transfer,91973,8242,1550.62,0.0,51.61,1602.23,13,4.7,1602.23
Outdoor,Garden Chair,,In Transit,False,Apple Pay,16764,4335,1400.33,0.0,0.0,1400.33,14,3.8,1400.33
Office,Office Chair,Crate & Barrel,Rescheduled,False,Bank Transfer,45003,9998,943.26,122.02,0.0,1065.28,10,3.3,1065.28
Outdoor,Patio Set,HomeGoods,Rescheduled,True,Cash on Delivery,27172,5719,1009.07,132.7,75.94,1217.71,7,1.2,1217.71
Outdoor,Patio Set,HomeGoods,Delivered,False,Google Pay,67424,8941,463.25,57.97,0.0,521.22,13,2.8,521.22
Living Room,Side Table,World Market,Cancelled,False,Google Pay,25915,1472,1389.03,0.0,0.0,1389.03,2,1.5,1389.03
Bedroom,Nightstand,West Elm,Cancelled,True,Bank Transfer,92578,4920,1328.64,67.89,163.53,1560.06,6,4.6,1560.06
Living Room,Sofa,Crate & Barrel,Rescheduled,False,Debit Card,30758,6091,462.58,58.7,0.0,521.28,2,2.5,521.28
Office,Computer Table,Wayfair,Delivered,True,Bank Transfer,82199,1224,620.46,,93.44,855.1300000000001,3,1.2,855.1300000000001
Office,Bookshelf,Pottery Barn,Rescheduled,True,Cash on Delivery,82384,7684,969.56,0.0,50.18,1019.74,13,2.8,1019.74
Living Room,Ottoman,World Market,Pending,False,Debit Card,22217,4681,2230.22,0.0,0.0,2230.22,8,1.3,2230.22
Kitchen,Kitchen Cabinet,IKEA,Cancelled,True,Google Pay,24871,8560,1663.49,132.53,57.41,1853.43,11,1.6,1853.43
Kitchen,Kitchen Cabinet,Overstock,Cancelled,True,Google Pay,25396,3522,1028.44,0.0,299.06,1327.5,3,3.4,1327.5
Kitchen,Bar Cart,Ashley Furniture,Failed Delivery,True,Cash on Delivery,75323,5781,2425.85,86.02,44.21,2556.08,6,2.5,2556.08
Kitchen,Kitchen Island,Overstock,In Transit,False,Google Pay,76698,5479,944.23,0.0,0.0,944.23,6,3.1,944.23
Living Room,Sofa,Wayfair,Failed Delivery,True,Google Pay,64459,8905,1514.14,102.89,258.61,1875.64,10,4.9,1875.64
Dining Room,Bar Stool,World Market,In Transit,True,Bank Transfer,71894,4993,1098.24,,227.96,1411.59,11,4.2,1411.59
Dining Room,Dining Chair,Crate & Barrel,Cancelled,True,Debit Card,69871,3369,103.0,26.8,89.98,219.78,7,2.3,219.78
Living Room,Side Table,Urban Outfitters,Delivered,True,PayPal,60277,4122,662.73,0.0,130.03,792.76,9,1.0,792.76
Office,Computer Table,Pottery Barn,Pending,True,Bank Transfer,88561,9327,954.71,0.0,66.53,1021.24,6,2.9,1021.24
Bedroom,Nightstand,Overstock,Pending,False,Cash on Delivery,27892,2143,592.85,136.52,0.0,729.37,8,2.7,729.37
Kitchen,Kitchen Cabinet,Target,Pending,True,Debit Card,46208,7798,1542.87,105.52,78.87,1727.26,6,4.6,1727.26
Dining Room,Dining Table,Overstock,Delivered,True,Bank Transfer,54548,9318,744.39,103.43,178.11,1025.93,2,4.0,1025.93
Living Room,TV Stand,Wayfair,In Transit,False,Credit Card,45018,1042,1151.9,73.76,0.0,1225.66,14,1.9,1225.66
Dining Room,Dining Table,Overstock,Rescheduled,True,PayPal,47072,5891,1577.8,94.38,285.74,1957.92,3,4.7,1957.92
Dining Room,Dining Chair,Ashley Furniture,Pending,True,PayPal,86931,9022,1562.01,0.0,86.23,1648.24,8,4.5,1648.24
Living Room,Side Table,Wayfair,Cancelled,True,Debit Card,29476,8316,2150.69,83.33,38.01,2272.03,11,1.1,2272.03
Dining Room,Dining Chair,West Elm,In Transit,False,PayPal,80592,8935,465.84,45.75,0.0,511.59,13,1.5,511.59
Living Room,Sofa,Overstock,Delivered,False,Google Pay,55236,6446,2404.09,60.24,0.0,2464.33,9,1.6,2464.33
Bedroom,Mattress,Pottery Barn,Cancelled,False,Credit Card,82340,9903,353.04,70.99,0.0,424.03,9,1.5,424.03
Living Room,Armchair,Urban Outfitters,Rescheduled,True,Credit Card,59441,8460,323.74,56.98,242.45,623.1700000000001,5,1.8,623.1700000000001
Office,Computer Table,Overstock,Failed Delivery,False,Apple Pay,52176,4090,267.15,85.96,0.0,353.11,2,3.7,353.11
Bedroom,Mattress,Target,Delivered,False,Apple Pay,41300,7274,559.61,75.81,0.0,635.4200000000001,7,4.7,635.4200000000001
Office,Office Chair,Target,Rescheduled,False,Google Pay,40613,7730,172.82,33.47,0.0,206.29,8,2.1,206.29
Bedroom,Wardrobe,HomeGoods,Rescheduled,True,Apple Pay,15720,6213,443.36,86.32,155.61,685.2900000000001,2,3.1,685.2900000000001
Bedroom,Wardrobe,CB2,Cancelled,False,Google Pay,71993,7246,844.52,0.0,0.0,844.52,7,,844.52
Office,Filing Cabinet,World Market,Rescheduled,True,Apple Pay,60604,3492,885.44,119.41,43.48,1048.33,12,2.9,1048.33
Dining Room,China Cabinet,Ashley Furniture,Cancelled,False,Cash on Delivery,74923,1606,285.54,58.39,0.0,343.93,7,,343.93
Kitchen,Pantry Cabinet,West Elm,Cancelled,True,Debit Card,26547,9229,1020.3,56.15,94.36,1170.81,13,1.0,1170.81
Office,Computer Table,Wayfair,Rescheduled,False,Cash on Delivery,87356,6439,493.93,71.17,0.0,565.1,4,4.5,565.1
Outdoor,Outdoor Table,Crate & Barrel,Failed Delivery,False,Cash on Delivery,23154,8213,1665.53,121.78,0.0,1787.31,2,3.4,1787.31
Bedroom,Dresser,Wayfair,Pending,True,Debit Card,23069,9617,327.87,92.58,42.58,463.03,14,1.4,463.03
Office,Computer Table,Pottery Barn,In Transit,False,Debit Card,69890,1251,639.86,88.28,0.0,728.14,7,3.6,728.14
Kitchen,Pantry Cabinet,Ashley Furniture,Cancelled,False,Credit Card,28894,7717,2155.32,91.72,0.0,2247.04,14,1.5,2247.04
Bedroom,Chest of Drawers,Overstock,Rescheduled,True,Apple Pay,95823,3529,2671.93,147.5,28.43,2847.86,13,2.8,2847.86
Kitchen,Bar Cart,IKEA,Rescheduled,False,Apple Pay,19807,8692,1299.67,132.01,0.0,1431.68,6,2.7,1431.68
Outdoor,Garden Chair,Overstock,Delivered,False,Credit Card,44737,6546,1325.01,0.0,0.0,1325.01,1,3.3,1325.01
Kitchen,Pantry Cabinet,World Market,Pending,False,Debit Card,91691,7512,2415.82,0.0,0.0,2415.82,8,3.1,2415.82
Office,Office Chair,Pottery Barn,Rescheduled,True,Bank Transfer,95175,2315,1051.39,107.96,153.5,1312.85,1,3.1,1312.85
Dining Room,Buffet,World Market,Delivered,True,Credit Card,53065,9742,770.54,79.46,42.38,892.38,10,3.9,892.38
Outdoor,Lounge Chair,Pottery Barn,Pending,False,Debit Card,59808,6188,1103.93,115.63,0.0,1219.56,13,1.1,1219.56
Kitchen,Kitchen Island,Ashley Furniture,Rescheduled,True,Debit Card,92155,8994,2173.18,0.0,127.52,2300.7,5,,2300.7
Kitchen,Bar Cart,Ashley Furniture,In Transit,True,Google Pay,80912,1588,1750.14,67.54,177.12,1994.8,9,2.4,1994.8
Bedroom,Nightstand,Overstock,Delivered,False,Credit Card,90931,2121,2295.37,88.32,0.0,2383.69,12,1.8,2383.69
Outdoor,Outdoor Table,Crate & Barrel,In Transit,True,Apple Pay,40771,5708,1396.55,0.0,209.81,1606.36,5,4.8,1606.36
Outdoor,Lounge Chair,HomeGoods,Cancelled,False,PayPal,39817,2480,933.07,0.0,0.0,933.07,1,4.2,933.07
Kitchen,Kitchen Island,Target,Delivered,False,PayPal,66881,2612,514.2,85.38,0.0,599.58,10,4.4,599.58
Living Room,TV Stand,Crate & Barrel,Pending,True,Bank Transfer,93066,2646,1704.99,127.32,76.0,1908.31,11,1.7,1908.31
Living Room,Sofa,IKEA,Rescheduled,True,Credit Card,68153,3725,227.51,32.33,202.73,462.5699999999999,12,1.8,462.5699999999999
Living Room,Ottoman,Urban Outfitters,Cancelled,True,Google Pay,49251,1474,1710.19,145.05,27.16,1882.4,10,,1882.4
Bedroom,Bed Frame,Wayfair,Failed Delivery,False,Bank Transfer,16028,6314,2132.61,0.0,,2132.61,11,3.6,2132.61
Outdoor,Outdoor Table,West Elm,Failed Delivery,True,Credit Card,17355,5806,574.61,77.73,208.29,860.63,1,4.3,860.63
Office,Desk,HomeGoods,In Transit,False,Google Pay,56984,7141,946.63,0.0,0.0,946.63,2,,946.63
Outdoor,Patio Set,Pottery Barn,In Transit,True,Bank Transfer,66450,3385,1655.81,60.33,39.28,1755.42,5,1.1,1755.42
Outdoor,Patio Set,Pottery Barn,Failed Delivery,False,Apple Pay,42007,9702,1689.27,76.64,0.0,1765.91,7,3.1,1765.91
Office,Office Chair,Target,Delivered,False,Bank Transfer,64008,3950,846.98,0.0,0.0,846.98,2,4.7,846.98
Dining Room,Buffet,Pottery Barn,Delivered,True,Bank Transfer,32280,3868,204.87,99.78,153.46,458.11,6,,458.11
Bedroom,Mattress,Overstock,Delivered,False,Apple Pay,20350,7267,1730.26,116.07,0.0,1846.33,12,1.4,1846.33
Living Room,Side Table,Crate & Barrel,Cancelled,True,PayPal,91226,4945,1207.36,0.0,51.27,1258.63,10,2.6,1258.63
Office,Computer Table,Ashley Furniture,In Transit,True,Cash on Delivery,75230,3344,1450.23,146.66,33.48,1630.37,6,1.2,1630.37
Outdoor,Umbrella,IKEA,Failed Delivery,True,Google Pay,40433,8555,906.31,137.43,96.24,1139.98,1,3.0,1139.98
Living Room,Coffee Table,West Elm,Rescheduled,True,Credit Card,93611,5161,1812.98,0.0,47.62,1860.6,14,2.8,1860.6
Living Room,Sofa,Target,Pending,True,Bank Transfer,70236,5183,1343.43,72.06,200.6,1616.09,14,3.7,1616.09
Kitchen,Bar Cart,West Elm,Cancelled,True,PayPal,97404,1153,1007.5,71.32,66.78,1145.6,2,4.0,1145.6
Kitchen,Bar Cart,,In Transit,True,Credit Card,70981,5712,1265.05,54.07,266.65,1585.77,1,1.3,1585.77
Outdoor,Umbrella,West Elm,Cancelled,False,PayPal,98815,9955,1613.41,130.74,0.0,1744.15,12,,1744.15
Kitchen,Pantry Cabinet,Wayfair,Delivered,True,Apple Pay,30706,2210,1206.47,111.05,85.86,1403.38,10,3.5,1403.38
Living Room,Ottoman,Urban Outfitters,Cancelled,True,Debit Card,67898,6661,741.97,0.0,186.27,928.24,9,2.9,928.24
Dining Room,Dining Table,IKEA,Pending,False,Bank Transfer,87014,5901,468.07,84.75,0.0,552.8199999999999,8,3.7,552.8199999999999
Dining Room,Bar Stool,IKEA,Rescheduled,False,Debit Card,93746,7951,498.22,43.85,0.0,542.07,1,,542.07
Bedroom,Bed Frame,Target,In Transit,True,Cash on Delivery,42780,8484,1532.42,0.0,238.91,1771.33,6,4.0,1771.33
Living Room,TV Stand,Ashley Furniture,Failed Delivery,False,Google Pay,49599,4263,723.9,0.0,0.0,723.9,14,4.6,723.9
Office,Office Chair,Overstock,In Transit,False,Bank Transfer,60422,8916,1344.49,0.0,0.0,1344.49,3,1.5,1344.49
Dining Room,Bar Stool,Target,In Transit,True,PayPal,23979,4886,484.2,34.54,113.65,632.39,14,2.7,632.39
Kitchen,Bar Cart,CB2,Rescheduled,True,Apple Pay,59986,6881,2037.0,111.15,54.32,2202.47,14,4.4,2202.47
Office,Bookshelf,West Elm,Rescheduled,True,Credit Card,85341,5847,100.6,57.11,66.36,224.07,10,4.7,224.07
Office,Office Chair,Ashley Furniture,Failed Delivery,True,Apple Pay,48696,1359,136.88,60.3,229.67,426.85,8,3.8,426.85
Bedroom,Bed Frame,Wayfair,In Transit,False,Bank Transfer,96275,7484,1741.69,0.0,0.0,1741.69,4,,1741.69
Living Room,Sofa,Target,Cancelled,True,Apple Pay,45976,1132,1303.5,120.33,219.56,1643.39,3,2.6,1643.39
Outdoor,Patio Set,HomeGoods,Delivered,False,Bank Transfer,84177,1803,1569.63,0.0,0.0,1569.63,9,,1569.63
Kitchen,Bar Cart,Urban Outfitters,Delivered,False,Credit Card,89482,9138,2032.92,0.0,0.0,2032.92,12,3.1,2032.92
Living Room,Armchair,CB2,Rescheduled,True,Credit Card,47512,4770,1040.86,86.56,39.02,1166.44,13,4.9,1166.44
Outdoor,Lounge Chair,IKEA,Pending,True,PayPal,89569,6772,1366.68,137.11,66.02,1569.81,5,2.7,1569.81
Dining Room,Buffet,Overstock,Pending,False,Debit Card,38705,4115,1023.83,62.27,0.0,1086.1,8,4.2,1086.1
Office,Office Chair,Wayfair,Pending,False,Bank Transfer,91381,5106,193.84,92.35,0.0,286.19,2,,286.19
Bedroom,Nightstand,Target,Failed Delivery,True,Apple Pay,98835,3240,578.92,0.0,141.65,720.5699999999999,11,1.5,720.5699999999999
Outdoor,Patio Set,Pottery Barn,Rescheduled,True,Bank Transfer,92345,2591,631.0,0.0,141.17,772.17,6,4.1,772.17
Outdoor,Umbrella,Wayfair,Pending,True,Debit Card,92242,1645,1539.15,80.41,117.17,1736.73,5,2.5,1736.73
Dining Room,Bar Stool,Urban Outfitters,In Transit,True,Debit Card,50492,8222,966.26,0.0,118.23,1084.49,3,3.8,1084.49
Bedroom,Bed Frame,Urban Outfitters,Delivered,True,PayPal,14373,6977,267.28,48.75,189.06,505.09,3,3.8,505.09
Bedroom,Dresser,,In Transit,True,Credit Card,27224,2476,1428.02,103.36,35.11,1566.49,8,4.8,1566.49
Outdoor,Umbrella,World Market,Cancelled,False,Debit Card,48680,6352,1759.74,120.55,0.0,1880.29,5,4.0,1880.29
Kitchen,Pantry Cabinet,Crate & Barrel,Pending,False,PayPal,64460,3877,1045.11,0.0,0.0,1045.11,1,,1045.11
Living Room,Armchair,CB2,Rescheduled,False,Google Pay,36318,3165,1620.3,0.0,0.0,1620.3,2,3.4,1620.3
Bedroom,Dresser,Crate & Barrel,Failed Delivery,False,Debit Card,80701,6994,707.79,0.0,0.0,707.79,11,1.3,707.79
Office,Bookshelf,HomeGoods,Delivered,False,Apple Pay,79579,9221,936.5,55.6,0.0,992.1,7,,992.1
Dining Room,Dining Table,Pottery Barn,Delivered,True,Debit Card,45720,3695,640.84,147.75,86.39,874.98,8,2.7,874.98
Outdoor,Lounge Chair,Target,Pending,True,Google Pay,43681,8894,1352.2,133.55,60.39,1546.14,8,3.1,1546.14
Office,Office Chair,World Market,In Transit,False,Debit Card,48684,6549,89.4,72.91,0.0,162.31,7,2.8,162.31
Bedroom,Nightstand,Overstock,Failed Delivery,False,Debit Card,25095,8673,974.97,,0.0,1107.25,14,3.0,1107.25
Living Room,Sofa,HomeGoods,In Transit,False,Apple Pay,19869,3306,554.26,114.06,0.0,668.3199999999999,2,4.6,668.3199999999999
Outdoor,Garden Chair,Pottery Barn,Rescheduled,False,Apple Pay,39571,7511,196.93,82.35,0.0,279.28,2,2.4,279.28
Dining Room,Buffet,,Cancelled,True,Debit Card,83048,6992,1951.09,87.32,116.28,2154.69,1,,2154.69
Dining Room,Dining Chair,Ashley Furniture,Rescheduled,False,Debit Card,21836,7464,200.49,52.09,0.0,252.58,1,3.1,252.58
Outdoor,Garden Chair,Wayfair,Delivered,False,Bank Transfer,11824,5332,1411.74,66.71,0.0,1478.45,14,4.4,1478.45
Outdoor,Outdoor Table,Target,In Transit,True,Credit Card,80329,3024,308.13,68.5,28.42,405.05,5,2.9,405.05
Bedroom,Mattress,West Elm,Pending,True,Apple Pay,69609,7038,1584.64,129.51,219.07,1933.22,2,,1933.22
Dining Room,Bar Stool,West Elm,Cancelled,False,PayPal,98188,5295,1413.0,0.0,0.0,1413.0,10,4.9,1413.0
Living Room,Side Table,Ashley Furniture,Failed Delivery,True,Bank Transfer,86619,7242,2073.52,0.0,65.37,2138.89,4,,2138.89
Living Room,Sofa,Urban Outfitters,Rescheduled,False,Google Pay,93695,7086,243.25,61.32,0.0,304.57,1,1.1,304.57
Living Room,Armchair,Ashley Furniture,Rescheduled,True,Debit Card,24201,4830,473.52,43.98,166.76,684.26,13,,684.26
Kitchen,Bar Cart,Crate & Barrel,Cancelled,False,Google Pay,71797,1410,706.52,59.08,,765.6,10,1.6,765.6
Bedroom,Wardrobe,IKEA,Cancelled,True,Credit Card,91205,6374,1775.17,0.0,85.79,1860.96,5,4.0,1860.96
Bedroom,Wardrobe,,Failed Delivery,True,Debit Card,89964,4626,2576.2,119.81,251.03,2947.04,2,2.4,2947.04
Kitchen,Bar Cart,Target,Cancelled,False,PayPal,94889,2035,1196.67,81.43,0.0,1278.1,2,3.0,1278.1
Kitchen,Kitchen Island,Urban Outfitters,Failed Delivery,False,Debit Card,93283,8606,480.95,62.03,0.0,542.98,5,3.9,542.98
Kitchen,Pantry Cabinet,Pottery Barn,Cancelled,True,Credit Card,49608,7689,939.3,68.88,290.86,1299.04,6,5.0,1299.04
Office,Filing Cabinet,Overstock,In Transit,False,Credit Card,25292,3290,822.18,61.92,0.0,884.0999999999999,7,4.9,884.0999999999999
Dining Room,Dining Chair,World Market,Rescheduled,True,PayPal,15943,1609,743.4,149.07,91.91,984.38,12,4.1,984.38
Outdoor,Lounge Chair,Ashley Furniture,Pending,False,PayPal,49893,9071,737.56,145.01,0.0,882.5699999999999,9,4.1,882.5699999999999
Office,Filing Cabinet,Urban Outfitters,Pending,True,Debit Card,25220,2592,407.77,95.68,43.44,546.89,14,,546.89
Office,Computer Table,CB2,Delivered,True,Bank Transfer,40775,9807,1044.47,0.0,41.53,1086.0,9,4.2,1086.0
Office,Filing Cabinet,HomeGoods,Failed Delivery,True,Apple Pay,27781,7367,796.81,130.95,49.77,977.53,2,2.3,977.53
Living Room,Sofa,Ashley Furniture,Rescheduled,True,Bank Transfer,69459,7078,606.8,127.94,214.6,949.34,5,2.9,949.34
Office,Computer Table,Urban Outfitters,Delivered,True,Cash on Delivery,97881,9850,1053.23,97.59,34.78,1185.6,8,2.5,1185.6
Dining Room,Bar Stool,Urban Outfitters,Delivered,True,Apple Pay,64935,3531,216.71,,134.89,420.88,12,4.1,420.88
Living Room,Armchair,Ashley Furniture,Delivered,True,Credit Card,64379,2622,993.83,85.13,61.73,1140.69,5,4.6,1140.69
Dining Room,Dining Chair,HomeGoods,Delivered,False,Credit Card,74139,7686,137.45,49.46,0.0,186.91,11,3.3,186.91
Outdoor,Lounge Chair,Ashley Furniture,Cancelled,False,Bank Transfer,46666,1536,1120.18,87.77,0.0,1207.95,6,4.2,1207.95
Bedroom,Dresser,Ashley Furniture,Rescheduled,True,Debit Card,58566,4559,1565.68,116.74,136.33,1818.75,7,3.5,1818.75
Dining Room,Bar Stool,Ashley Furniture,Cancelled,False,Cash on Delivery,68115,8285,190.31,99.72,0.0,290.03,13,4.0,290.03
Kitchen,Kitchen Island,Urban Outfitters,Delivered,False,Google Pay,40947,6942,1602.1,0.0,0.0,1602.1,7,4.2,1602.1
Dining Room,Buffet,Crate & Barrel,In Transit,False,Credit Card,23022,7018,1360.57,91.43,0.0,1452.0,10,3.7,1452.0
Outdoor,Umbrella,World Market,Failed Delivery,False,Google Pay,81364,6876,1573.47,71.3,0.0,1644.77,5,3.1,1644.77
Outdoor,Patio Set,,Cancelled,True,Debit Card,17936,7523,1011.74,64.77,184.41,1260.92,7,4.3,1260.92
Office,Bookshelf,Wayfair,Failed Delivery,True,Apple Pay,46160,4109,1249.67,75.64,185.77,1511.08,3,2.0,1511.08
Kitchen,Pantry Cabinet,Wayfair,Cancelled,False,Google Pay,26011,8450,1228.44,70.2,0.0,1298.64,3,,1298.64
Bedroom,Chest of Drawers,Ashley Furniture,Failed Delivery,True,PayPal,22015,4475,2579.68,98.58,46.49,2724.75,2,2.2,2724.75
Outdoor,Patio Set,,Rescheduled,True,PayPal,94109,1349,804.88,134.28,39.27,978.43,9,3.1,978.43
Office,Office Chair,Overstock,Cancelled,False,Debit Card,16629,6464,418.07,34.17,0.0,452.24,6,3.9,452.24
Office,Desk,,Failed Delivery,False,Google Pay,41925,3063,284.87,38.14,0.0,323.01,8,4.5,323.01
Dining Room,Dining Table,Overstock,Delivered,False,Cash on Delivery,84000,4362,701.33,118.27,0.0,819.6,13,2.5,819.6
Dining Room,Dining Table,Target,Cancelled,True,Credit Card,18992,4394,1326.26,53.48,62.65,1442.39,7,4.8,1442.39
Kitchen,Bar Cart,CB2,Delivered,False,Debit Card,86858,4538,2186.82,140.98,0.0,2327.8,5,4.7,2327.8
Bedroom,Nightstand,Ashley Furniture,Failed Delivery,False,Apple Pay,40539,6383,1949.36,126.67,0.0,2076.03,13,,2076.03
Outdoor,Lounge Chair,HomeGoods,Rescheduled,True,Bank Transfer,29340,1046,1678.72,92.24,84.92,1855.88,9,,1855.88
Kitchen,Kitchen Cabinet,CB2,Cancelled,True,PayPal,46342,3370,1297.18,0.0,81.51,1378.69,13,1.0,1378.69
Dining Room,China Cabinet,West Elm,Delivered,True,Debit Card,27038,9850,256.24,36.84,268.9,561.98,6,4.5,561.98
Outdoor,Umbrella,World Market,In Transit,False,Credit Card,42853,3858,1514.17,69.87,0.0,1584.04,6,4.5,1584.04
Living Room,Ottoman,IKEA,Failed Delivery,False,Google Pay,24408,1422,1688.35,140.68,0.0,1829.03,4,4.4,1829.03
Office,Computer Table,Overstock,Rescheduled,False,Apple Pay,27275,1243,449.42,31.68,0.0,481.1,3,1.5,481.1
Office,Filing Cabinet,CB2,Rescheduled,True,Debit Card,56955,4898,248.29,78.52,128.8,455.61,8,2.7,455.61
Dining Room,Dining Chair,CB2,Delivered,False,Google Pay,87182,6304,894.83,64.59,,959.42,5,2.8,959.42
Outdoor,Lounge Chair,HomeGoods,Cancelled,False,Apple Pay,12068,3854,291.47,60.17,0.0,351.64,12,1.8,351.64
Outdoor,Umbrella,World Market,Cancelled,True,Cash on Delivery,44782,1858,572.77,0.0,33.32,606.09,4,2.4,606.09
Kitchen,Kitchen Island,West Elm,Rescheduled,False,Credit Card,26614,7897,311.79,62.84,0.0,374.63,5,3.7,374.63
Kitchen,Bar Cart,Overstock,Rescheduled,False,Apple Pay,78955,2862,872.64,143.03,0.0,1015.67,3,,1015.67
Bedroom,Dresser,HomeGoods,Delivered,True,PayPal,18330,8802,483.0,28.31,280.75,792.06,14,2.4,792.06
Kitchen,Kitchen Cabinet,Urban Outfitters,Cancelled,False,Cash on Delivery,68756,6931,1437.34,66.5,0.0,1503.84,13,3.2,1503.84
Office,Office Chair,Pottery Barn,Pending,True,Apple Pay,77271,2786,348.27,29.09,36.76,414.1199999999999,3,2.7,414.1199999999999
Dining Room,China Cabinet,West Elm,Cancelled,True,Google Pay,69245,9254,1021.88,134.58,33.74,1190.2,4,1.7,1190.2
Dining Room,China Cabinet,Ashley Furniture,Delivered,True,Credit Card,39038,1710,1792.7,108.35,70.82,1971.87,2,3.0,1971.87
Dining Room,Dining Table,Pottery Barn,Cancelled,False,Bank Transfer,96363,9543,848.92,145.12,0.0,994.04,3,,994.04
Office,Filing Cabinet,Overstock,Cancelled,True,Cash on Delivery,49535,8504,972.27,0.0,196.98,1169.25,11,2.8,1169.25
Kitchen,Bar Cart,Crate & Barrel,Rescheduled,False,Apple Pay,94323,1510,765.01,0.0,0.0,765.01,6,4.0,765.01
Living Room,Armchair,CB2,In Transit,False,Apple Pay,17972,8847,786.88,0.0,0.0,786.88,2,,786.88
Office,Bookshelf,Wayfair,Cancelled,False,Google Pay,62640,7984,998.98,65.41,0.0,1064.39,8,3.9,1064.39
Bedroom,Dresser,World Market,Rescheduled,False,Apple Pay,99928,2768,2046.73,101.27,0.0,2148.0,8,2.9,2148.0
Living Room,Armchair,Target,Failed Delivery,False,Bank Transfer,74260,8267,2065.29,93.41,0.0,2158.7,2,,2158.7
Bedroom,Chest of Drawers,Wayfair,Failed Delivery,False,Apple Pay,19632,2323,2105.77,0.0,0.0,2105.77,9,3.1,2105.77
Living Room,Armchair,World Market,Pending,False,Google Pay,52219,3430,890.9,118.43,0.0,1009.33,14,2.7,1009.33
Living Room,Sofa,Target,Delivered,False,Google Pay,18609,3067,1380.85,91.3,0.0,1472.15,11,4.3,1472.15
Living Room,Ottoman,IKEA,Pending,False,Apple Pay,46046,9984,237.42,80.54,0.0,317.96,3,4.4,317.96
Outdoor,Outdoor Table,West Elm,In Transit,False,Debit Card,52622,7240,668.01,125.74,0.0,793.75,10,2.4,793.75
Living Room,Side Table,Urban Outfitters,Failed Delivery,True,Apple Pay,88301,9692,2459.03,0.0,230.16,2689.19,1,1.1,2689.19
